trial_id,lr,weight_decay,hidden_dim,dropout,visibility_threshold,label_smoothing,xy_noise_std,joint_dropout,grad_clip_norm,command,status,returncode,best_val_acc,test_loss,test_acc,log_path,sampled_from_full_index
99,0.001,0.01,256,0.3,0.15,0.0,0.003,0.02,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.01 --hidden_dim 256 --dropout 0.3 --visibility_threshold 0.15 --label_smoothing 0.0 --xy_noise_std 0.003 --joint_dropout 0.02 --grad_clip_norm 2.0,ok,0,0.8233333333333334,0.6285,0.7567,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_099.log,199191
100,0.001,0.01,256,0.3,0.15,0.03,0.01,0.05,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.01 --hidden_dim 256 --dropout 0.3 --visibility_threshold 0.15 --label_smoothing 0.03 --xy_noise_std 0.01 --joint_dropout 0.05 --grad_clip_norm 2.0,ok,0,0.7966666666666666,0.6746,0.7533,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_100.log,199295
101,0.001,0.01,256,0.4,0.1,0.05,0.001,0.05,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.01 --hidden_dim 256 --dropout 0.4 --visibility_threshold 0.1 --label_smoothing 0.05 --xy_noise_std 0.001 --joint_dropout 0.05 --grad_clip_norm 1.5,ok,0,0.8,14.553,0.73,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_101.log,200078
102,0.001,0.01,384,0.2,0.0,0.0,0.001,0.0,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.01 --hidden_dim 384 --dropout 0.2 --visibility_threshold 0.0 --label_smoothing 0.0 --xy_noise_std 0.001 --joint_dropout 0.0 --grad_clip_norm 0.5,ok,0,0.84,0.6192,0.75,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_102.log,201728
103,0.001,0.01,512,0.3,0.15,0.03,0.001,0.0,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.01 --hidden_dim 512 --dropout 0.3 --visibility_threshold 0.15 --label_smoothing 0.03 --xy_noise_std 0.001 --joint_dropout 0.0 --grad_clip_norm 1.0,ok,0,0.8333333333333334,0.6227,0.7533,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_103.log,207425
104,0.001,0.01,768,0.15,0.1,0.1,0.01,0.03,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.01 --hidden_dim 768 --dropout 0.15 --visibility_threshold 0.1 --label_smoothing 0.1 --xy_noise_std 0.01 --joint_dropout 0.03 --grad_clip_norm 0.5,ok,0,0.83,0.6286,0.76,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_104.log,209400
105,0.001,0.01,768,0.2,0.1,0.05,0.003,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.01 --hidden_dim 768 --dropout 0.2 --visibility_threshold 0.1 --label_smoothing 0.05 --xy_noise_std 0.003 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.8333333333333334,0.5907,0.7667,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_105.log,210325
106,0.001,0.007,384,0.3,0.2,0.0,0.005,0.05,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.007 --hidden_dim 384 --dropout 0.3 --visibility_threshold 0.2 --label_smoothing 0.0 --xy_noise_std 0.005 --joint_dropout 0.05 --grad_clip_norm 1.0,ok,0,0.8366666666666667,1.2215,0.76,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_106.log,219949
107,0.001,0.007,512,0.15,0.0,0.0,0.003,0.03,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.007 --hidden_dim 512 --dropout 0.15 --visibility_threshold 0.0 --label_smoothing 0.0 --xy_noise_std 0.003 --joint_dropout 0.03 --grad_clip_norm 0.5,ok,0,0.8166666666666667,0.6547,0.7467,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_107.log,221208
108,0.001,0.007,512,0.15,0.0,0.05,0.003,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.007 --hidden_dim 512 --dropout 0.15 --visibility_threshold 0.0 --label_smoothing 0.05 --xy_noise_std 0.003 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.8066666666666666,0.6309,0.76,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_108.log,221333
109,0.001,0.007,512,0.15,0.1,0.05,0.001,0.0,2.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.007 --hidden_dim 512 --dropout 0.15 --visibility_threshold 0.1 --label_smoothing 0.05 --xy_noise_std 0.001 --joint_dropout 0.0 --grad_clip_norm 2.0,ok,0,0.8466666666666667,0.6677,0.77,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_109.log,221571
110,0.001,0.007,512,0.4,0.1,0.03,0.005,0.05,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.007 --hidden_dim 512 --dropout 0.4 --visibility_threshold 0.1 --label_smoothing 0.03 --xy_noise_std 0.005 --joint_dropout 0.05 --grad_clip_norm 1.5,ok,0,0.8066666666666666,0.6366,0.7733,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_110.log,224622
111,0.001,0.007,768,0.3,0.15,0.03,0.005,0.02,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.007 --hidden_dim 768 --dropout 0.3 --visibility_threshold 0.15 --label_smoothing 0.03 --xy_noise_std 0.005 --joint_dropout 0.02 --grad_clip_norm 1.5,ok,0,0.85,0.6124,0.7633,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_111.log,227942
112,0.001,0.005,384,0.2,0.2,0.1,0.01,0.03,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.005 --hidden_dim 384 --dropout 0.2 --visibility_threshold 0.2 --label_smoothing 0.1 --xy_noise_std 0.01 --joint_dropout 0.03 --grad_clip_norm 1.5,ok,0,0.8433333333333334,0.6412,0.75,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_112.log,235514
113,0.001,0.005,512,0.15,0.0,0.05,0.003,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.005 --hidden_dim 512 --dropout 0.15 --visibility_threshold 0.0 --label_smoothing 0.05 --xy_noise_std 0.003 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.8066666666666666,2088.0059,0.77,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_113.log,237717
114,0.001,0.005,512,0.15,0.1,0.0,0.01,0.03,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.005 --hidden_dim 512 --dropout 0.15 --visibility_threshold 0.1 --label_smoothing 0.0 --xy_noise_std 0.01 --joint_dropout 0.03 --grad_clip_norm 1.0,ok,0,0.8166666666666667,24.2145,0.72,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_114.log,237881
115,0.001,0.005,512,0.3,0.2,0.05,0.01,0.03,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.005 --hidden_dim 512 --dropout 0.3 --visibility_threshold 0.2 --label_smoothing 0.05 --xy_noise_std 0.01 --joint_dropout 0.03 --grad_clip_norm 1.5,ok,0,0.83,5.4295,0.76,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_115.log,240570
116,0.001,0.005,512,0.4,0.0,0.1,0.005,0.02,1.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.005 --hidden_dim 512 --dropout 0.4 --visibility_threshold 0.0 --label_smoothing 0.1 --xy_noise_std 0.005 --joint_dropout 0.02 --grad_clip_norm 1.5,ok,0,0.8133333333333334,0.6885,0.7467,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_116.log,240870
117,0.001,0.005,768,0.15,0.15,0.05,0.01,0.02,1.0,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.005 --hidden_dim 768 --dropout 0.15 --visibility_threshold 0.15 --label_smoothing 0.05 --xy_noise_std 0.01 --joint_dropout 0.02 --grad_clip_norm 1.0,ok,0,0.8233333333333334,0.6038,0.7667,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_117.log,242357
118,0.001,0.005,768,0.4,0.15,0.05,0.003,0.0,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.005 --hidden_dim 768 --dropout 0.4 --visibility_threshold 0.15 --label_smoothing 0.05 --xy_noise_std 0.003 --joint_dropout 0.0 --grad_clip_norm 0.5,ok,0,0.8533333333333334,0.8723,0.76,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_118.log,245392
119,0.001,0.001,768,0.15,0.15,0.05,0.01,0.03,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.001 --hidden_dim 768 --dropout 0.15 --visibility_threshold 0.15 --label_smoothing 0.05 --xy_noise_std 0.01 --joint_dropout 0.03 --grad_clip_norm 0.5,ok,0,0.83,0.601,0.7767,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_119.log,258744
120,0.001,0.001,768,0.4,0.15,0.03,0.005,0.05,0.5,/Users/hanyiliu/anaconda3/bin/python /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/train/pose_train_predicted.py --feature_path /Users/hanyiliu/Documents/GitHub/tennis-pose-detection/saved_models/stage3_predicted_keypoints.pt --epochs 50 --batch_size 64 --train_split 0.7 --val_split 0.15 --test_split 0.15 --seed 42 --early_stop_patience 12 --lr 0.001 --weight_decay 0.001 --hidden_dim 768 --dropout 0.4 --visibility_threshold 0.15 --label_smoothing 0.03 --xy_noise_std 0.005 --joint_dropout 0.05 --grad_clip_norm 0.5,ok,0,0.8066666666666666,13.127,0.7367,/Users/hanyiliu/Documents/GitHub/tennis-pose-detection/training_outputs/pose_grid_search_logs_20260310_024913/trial_120.log,261740
